statename,state,Year,Month,pop,laborforce_participation,Employed_prct,unemp_rate
Oklahoma,OK,2019,1,3020541,60.8,58.8,3.3
Oregon,OR,2019,1,3391480,62.2,59.5,4.2
Pennsylvania,PA,2019,1,10271032,62.8,60.3,4.1
Rhode Island,RI,2019,1,862713,64.3,61.9,3.7
South Carolina,SC,2019,1,4035180,58.7,56.7,3.4
South Dakota,SD,2019,1,669790,68.9,66.8,3.1
Tennessee,TN,2019,1,5354206,61.8,59.7,3.4
Texas,TX,2019,1,21776469,64,61.7,3.7
Utah,UT,2019,1,2326485,68.2,66.2,2.9
Vermont,VT,2019,1,517792,66.5,64.9,2.4
Virginia,VA,2019,1,6654627,65.8,63.8,3
Washington,WA,2019,1,5980884,64.7,61.8,4.5
West Virginia,WV,2019,1,1450847,54.5,51.8,4.9
Wisconsin,WI,2019,1,4622871,67.2,65.1,3.1
Wyoming,WY,2019,1,448821,65,62.7,3.5
Alabama,AL,2019,2,3855809,58,56,3.5
Alaska,AK,2019,2,545200,64,60.1,6.1
Arizona,AZ,2019,2,5669475,61.8,58.8,4.9
Arkansas,AR,2019,2,2339205,58.2,56.2,3.6
California,CA,2019,2,31063415,62.4,59.7,4.3
Colorado,CO,2019,2,4517542,69.1,66.9,3.1
Connecticut,CT,2019,2,2883352,66,63.6,3.8
Delaware,DE,2019,2,775268,62.6,60.4,3.5
D.C.,DC,2019,2,576408,70.7,66.6,5.8
Florida,FL,2019,2,17325031,59.2,57.2,3.4
Georgia,GA,2019,2,8156055,62.4,60.1,3.7
Hawaii,HI,2019,2,1092139,60.9,59.2,2.8
Idaho,ID,2019,2,1355100,64.4,62.5,2.9
Illinois,IL,2019,2,10007486,64.6,61.8,4.3
Indiana,IN,2019,2,5231953,65,62.7,3.5
Iowa,IA,2019,2,2464278,69.8,68,2.7
Kansas,KS,2019,2,2226316,66.6,64.4,3.3
Kentucky,KY,2019,2,3489853,59.1,56.6,4.2
Louisiana,LA,2019,2,3578407,58.5,55.8,4.6
Maine,ME,2019,2,1107798,62.6,60.6,3.2
Maryland,MD,2019,2,4756383,68.2,65.7,3.7
Massachusetts,MA,2019,2,5626369,67.6,65.6,3.1
Michigan,MI,2019,2,7986493,61.8,59.2,4.2
Minnesota,MN,2019,2,4411012,70.2,67.9,3.2
Mississippi,MS,2019,2,2286597,55.5,52.7,5.2
Missouri,MO,2019,2,4803361,63.9,61.8,3.2
Montana,MT,2019,2,847161,62.7,60.5,3.5
Nebraska,NE,2019,2,1477092,69.8,67.7,3.1
Nevada,NV,2019,2,2406195,63.6,61,4.1
New Hampshire,NH,2019,2,1117649,68.9,67.1,2.5
New Jersey,NJ,2019,2,7067529,63.1,60.8,3.6
New Mexico,NM,2019,2,1636234,57.9,55.1,5
New York,NY,2019,2,15669799,60.8,58.4,4
North Carolina,NC,2019,2,8203490,61.6,59.1,4.1
North Dakota,ND,2019,2,581525,69.3,67.7,2.3
Ohio,OH,2019,2,9229644,62.8,60.2,4.2
Oklahoma,OK,2019,2,3021776,60.8,58.8,3.3
Oregon,OR,2019,2,3394195,62.1,59.5,4.2
Pennsylvania,PA,2019,2,10270793,62.8,60.3,4.1
Rhode Island,RI,2019,2,862850,64.3,61.9,3.7
South Carolina,SC,2019,2,4039706,58.7,56.7,3.4
South Dakota,SD,2019,2,670183,68.9,66.8,3.1
Tennessee,TN,2019,2,5358181,61.9,59.8,3.4
Texas,TX,2019,2,21803188,63.9,61.6,3.6
Utah,UT,2019,2,2330740,68.2,66.3,2.8
Vermont,VT,2019,2,517862,66.4,64.9,2.3
Virginia,VA,2019,2,6657005,65.8,63.9,3
Washington,WA,2019,2,5987357,64.7,61.8,4.5
West Virginia,WV,2019,2,1450002,54.5,51.9,4.8
Wisconsin,WI,2019,2,4624186,67.2,65,3.2
Wyoming,WY,2019,2,448979,64.9,62.7,3.5
Alabama,AL,2019,3,3856757,58,56.1,3.3
Alaska,AK,2019,3,545047,63.9,60,6.1
Arizona,AZ,2019,3,5678398,61.8,58.8,4.8
Arkansas,AR,2019,3,2339828,58.2,56.1,3.5
California,CA,2019,3,31069557,62.3,59.7,4.2
Colorado,CO,2019,3,4523227,69.1,67,3
Connecticut,CT,2019,3,2883101,66,63.5,3.7
Delaware,DE,2019,3,775892,62.6,60.4,3.6
D.C.,DC,2019,3,576567,70.8,66.7,5.7
Florida,FL,2019,3,17340821,59.2,57.2,3.4
Georgia,GA,2019,3,8164043,62.3,60,3.7
Hawaii,HI,2019,3,1091819,60.8,59.1,2.8
Idaho,ID,2019,3,1357740,64.4,62.5,2.9
Illinois,IL,2019,3,10004942,64.6,61.8,4.3
Indiana,IN,2019,3,5234595,64.8,62.5,3.5
Iowa,IA,2019,3,2464753,70,68.1,2.7
Kansas,KS,2019,3,2226692,66.6,64.4,3.2
Kentucky,KY,2019,3,3490362,59.1,56.6,4.2
Louisiana,LA,2019,3,3577727,58.4,55.8,4.5
Maine,ME,2019,3,1108198,62.5,60.5,3.1
Maryland,MD,2019,3,4756893,68.3,65.8,3.7
Massachusetts,MA,2019,3,5627533,67.6,65.5,3
Michigan,MI,2019,3,7987093,61.8,59.1,4.3
Minnesota,MN,2019,3,4413378,70.2,67.9,3.2
Mississippi,MS,2019,3,2286523,55.6,52.6,5.3
Missouri,MO,2019,3,4804604,63.8,61.8,3.2
Montana,MT,2019,3,847743,62.6,60.5,3.5
Nebraska,NE,2019,3,1477754,69.9,67.7,3.1
Nevada,NV,2019,3,2409977,63.6,61,4.1
New Hampshire,NH,2019,3,1118259,68.9,67.2,2.5
New Jersey,NJ,2019,3,7067399,63,60.8,3.5
New Mexico,NM,2019,3,1636796,58,55.1,5
New York,NY,2019,3,15664915,60.7,58.3,4
North Carolina,NC,2019,3,8211420,61.6,59.1,4.1
North Dakota,ND,2019,3,581651,69.3,67.7,2.3
Ohio,OH,2019,3,9230696,62.7,60.2,4.1
Oklahoma,OK,2019,3,3023071,60.8,58.8,3.2
Oregon,OR,2019,3,3397008,62,59.5,4.1
Pennsylvania,PA,2019,3,10270886,62.8,60.2,4.1
Rhode Island,RI,2019,3,862992,64.2,61.9,3.6
South Carolina,SC,2019,3,4044297,58.6,56.7,3.4
South Dakota,SD,2019,3,670566,68.9,66.7,3.2
Tennessee,TN,2019,3,5362273,62,59.8,3.5
Texas,TX,2019,3,21829685,63.9,61.6,3.5
Utah,UT,2019,3,2334974,68.2,66.3,2.8
Vermont,VT,2019,3,517911,66.4,64.8,2.3
Virginia,VA,2019,3,6659528,65.8,63.9,2.9
Washington,WA,2019,3,5993881,64.8,61.9,4.5
West Virginia,WV,2019,3,1449239,54.6,52,4.8
Wisconsin,WI,2019,3,4625635,67.1,64.9,3.2
Wyoming,WY,2019,3,449146,64.9,62.7,3.4
Alabama,AL,2019,4,3857804,58,56.1,3.2
Alaska,AK,2019,4,544900,63.9,60,6.1
Arizona,AZ,2019,4,5687560,61.8,58.8,4.8
Arkansas,AR,2019,4,2340460,58.2,56.1,3.5
California,CA,2019,4,31077393,62.2,59.6,4.2
Colorado,CO,2019,4,4529003,69,67,2.9
Connecticut,CT,2019,4,2882912,65.9,63.5,3.7
Delaware,DE,2019,4,776542,62.6,60.3,3.6
D.C.,DC,2019,4,576825,70.9,66.9,5.6
Florida,FL,2019,4,17357247,59.1,57.2,3.3
Georgia,GA,2019,4,8172263,62.2,60,3.6
Hawaii,HI,2019,4,1091574,60.7,59.1,2.7
Idaho,ID,2019,4,1360426,64.4,62.5,2.9
Illinois,IL,2019,4,10002670,64.5,61.8,4.2
Indiana,IN,2019,4,5237334,64.6,62.4,3.4
Iowa,IA,2019,4,2465316,70.1,68.2,2.7
Kansas,KS,2019,4,2227109,66.6,64.4,3.2
Kentucky,KY,2019,4,3490946,59.1,56.6,4.3
Louisiana,LA,2019,4,3577148,58.4,55.8,4.5
Maine,ME,2019,4,1108643,62.4,60.5,3.1
Maryland,MD,2019,4,4757567,68.3,65.8,3.7
Massachusetts,MA,2019,4,5628839,67.5,65.5,3
Michigan,MI,2019,4,7987844,61.7,59.1,4.3
Minnesota,MN,2019,4,4415814,70.2,67.9,3.2
Mississippi,MS,2019,4,2286495,55.6,52.7,5.3
Missouri,MO,2019,4,4805940,63.8,61.7,3.2
Montana,MT,2019,4,848334,62.6,60.5,3.5
Nebraska,NE,2019,4,1478435,69.9,67.7,3.1
Nevada,NV,2019,4,2413860,63.6,61.1,4
New Hampshire,NH,2019,4,1118897,69,67.2,2.5
New Jersey,NJ,2019,4,7067508,63,60.9,3.4
New Mexico,NM,2019,4,1637470,58,55.2,5
New York,NY,2019,4,15660630,60.6,58.2,4
North Carolina,NC,2019,4,8219519,61.6,59.1,4.1
North Dakota,ND,2019,4,581777,69.3,67.7,2.3
Ohio,OH,2019,4,9231897,62.7,60.1,4.1
Oklahoma,OK,2019,4,3024440,60.7,58.8,3.2
Oregon,OR,2019,4,3399852,61.9,59.4,4
Pennsylvania,PA,2019,4,10271135,62.8,60.2,4.1
Rhode Island,RI,2019,4,863105,64.2,61.9,3.6
South Carolina,SC,2019,4,4049013,58.6,56.7,3.3
South Dakota,SD,2019,4,670968,68.9,66.7,3.2
Tennessee,TN,2019,4,5366514,62,59.9,3.5
Texas,TX,2019,4,21857271,63.8,61.6,3.5
Utah,UT,2019,4,2339307,68.3,66.4,2.7
Vermont,VT,2019,4,517959,66.3,64.8,2.3
Virginia,VA,2019,4,6662220,65.8,63.9,2.9
Washington,WA,2019,4,6000636,64.8,61.9,4.4
West Virginia,WV,2019,4,1448475,54.7,52.1,4.7
Wisconsin,WI,2019,4,4627149,67,64.8,3.3
Wyoming,WY,2019,4,449277,64.9,62.7,3.5
Alabama,AL,2019,5,3859079,57.9,56.2,3
Alaska,AK,2019,5,544834,63.9,60,6.2
Arizona,AZ,2019,5,5696993,61.9,58.9,4.8
Arkansas,AR,2019,5,2341334,58.1,56,3.5
California,CA,2019,5,31085980,62.2,59.7,4.1
Colorado,CO,2019,5,4535077,69.1,67.1,2.8
Connecticut,CT,2019,5,2882894,66,63.6,3.7
Delaware,DE,2019,5,777209,62.6,60.3,3.7
D.C.,DC,2019,5,577036,70.9,67,5.5
Florida,FL,2019,5,17374639,59.1,57.2,3.2
Georgia,GA,2019,5,8180848,62.2,60,3.6
Hawaii,HI,2019,5,1091385,60.7,59,2.7
Idaho,ID,2019,5,1363215,64.5,62.6,2.9
Illinois,IL,2019,5,10001000,64.5,61.8,4.1
Indiana,IN,2019,5,5240504,64.4,62.3,3.3
Iowa,IA,2019,5,2466090,70.2,68.3,2.7
Kansas,KS,2019,5,2227735,66.6,64.5,3.1
Kentucky,KY,2019,5,3491824,59.2,56.6,4.3
Louisiana,LA,2019,5,3576770,58.3,55.7,4.5
Maine,ME,2019,5,1109162,62.3,60.4,3
Maryland,MD,2019,5,4758492,68.4,65.9,3.7
Massachusetts,MA,2019,5,5630534,67.5,65.5,2.9
Michigan,MI,2019,5,7989217,61.7,59.1,4.2
Minnesota,MN,2019,5,4418672,70.2,67.9,3.2
Mississippi,MS,2019,5,2286618,55.7,52.7,5.4
Missouri,MO,2019,5,4807670,63.8,61.8,3.1
Montana,MT,2019,5,849009,62.7,60.5,3.5
Nebraska,NE,2019,5,1479246,69.9,67.7,3.1
Nevada,NV,2019,5,2417827,63.6,61.1,4
New Hampshire,NH,2019,5,1119657,69,67.2,2.5
New Jersey,NJ,2019,5,7068078,63.1,61,3.3
New Mexico,NM,2019,5,1638189,58.1,55.2,4.9
New York,NY,2019,5,15657036,60.6,58.2,4
North Carolina,NC,2019,5,8228134,61.6,59.1,4
North Dakota,ND,2019,5,581960,69.3,67.7,2.4
Ohio,OH,2019,5,9233806,62.7,60.1,4.1
Oklahoma,OK,2019,5,3026033,60.7,58.8,3.2
Oregon,OR,2019,5,3403020,61.8,59.4,3.9
Pennsylvania,PA,2019,5,10272192,62.8,60.2,4.2
Rhode Island,RI,2019,5,863309,64.2,61.9,3.6
South Carolina,SC,2019,5,4053931,58.5,56.7,3.1
South Dakota,SD,2019,5,671439,68.9,66.7,3.3
Tennessee,TN,2019,5,5371124,62.1,59.9,3.5
Texas,TX,2019,5,21885569,63.8,61.6,3.4
Utah,UT,2019,5,2343832,68.3,66.5,2.7
Vermont,VT,2019,5,518060,66.2,64.7,2.3
Virginia,VA,2019,5,6665294,65.9,64,2.8
Washington,WA,2019,5,6007793,64.9,62,4.4
West Virginia,WV,2019,5,1447887,54.8,52.2,4.7
Wisconsin,WI,2019,5,4629101,67,64.8,3.3
Wyoming,WY,2019,5,449435,65,62.7,3.5
Alabama,AL,2019,6,3860481,57.9,56.3,2.9
Alaska,AK,2019,6,544756,63.9,60,6.2
Arizona,AZ,2019,6,5706551,62,59.1,4.8
Arkansas,AR,2019,6,2342230,58.1,56,3.6
California,CA,2019,6,31095447,62.2,59.7,4
Colorado,CO,2019,6,4541328,69.2,67.3,2.7
Connecticut,CT,2019,6,2883006,66.1,63.7,3.7
Delaware,DE,2019,6,777925,62.6,60.3,3.7
D.C.,DC,2019,6,577260,70.9,67.1,5.4
Florida,FL,2019,6,17392505,59.2,57.3,3.2
Georgia,GA,2019,6,8189651,62.2,60,3.5
Hawaii,HI,2019,6,1091223,60.7,59.1,2.7
Idaho,ID,2019,6,1366102,64.5,62.6,2.9
Illinois,IL,2019,6,9999582,64.5,61.9,4
Indiana,IN,2019,6,5243794,64.3,62.2,3.3
Iowa,IA,2019,6,2466913,70.3,68.4,2.7
Kansas,KS,2019,6,2228417,66.6,64.5,3.1
Kentucky,KY,2019,6,3492772,59.3,56.7,4.3
Louisiana,LA,2019,6,3576475,58.4,55.7,4.6
Maine,ME,2019,6,1109748,62.3,60.4,2.9
Maryland,MD,2019,6,4759519,68.5,66,3.6
Massachusetts,MA,2019,6,5632358,67.6,65.6,2.9
Michigan,MI,2019,6,7990795,61.7,59.1,4.2
Minnesota,MN,2019,6,4421662,70.2,68,3.2
Mississippi,MS,2019,6,2286793,55.8,52.7,5.4
Missouri,MO,2019,6,4809541,63.8,61.8,3.1
Montana,MT,2019,6,849717,62.7,60.6,3.5
Nebraska,NE,2019,6,1480107,69.9,67.7,3.1
Nevada,NV,2019,6,2421890,63.7,61.2,3.9
New Hampshire,NH,2019,6,1120437,69,67.3,2.5
New Jersey,NJ,2019,6,7068793,63.2,61.2,3.3
New Mexico,NM,2019,6,1638965,58.2,55.3,4.9
New York,NY,2019,6,15653901,60.6,58.2,3.9
North Carolina,NC,2019,6,8236938,61.6,59.2,4
North Dakota,ND,2019,6,582190,69.3,67.7,2.4
Ohio,OH,2019,6,9235986,62.7,60.2,4.1
Oklahoma,OK,2019,6,3027679,60.7,58.8,3.2
Oregon,OR,2019,6,3406278,61.7,59.4,3.8
Pennsylvania,PA,2019,6,10273555,62.9,60.3,4.3
Rhode Island,RI,2019,6,863526,64.2,61.9,3.6
South Carolina,SC,2019,6,4058983,58.4,56.7,2.9
South Dakota,SD,2019,6,671945,69,66.7,3.3
Tennessee,TN,2019,6,5375873,62.1,60,3.4
Texas,TX,2019,6,21914481,63.9,61.7,3.4
Utah,UT,2019,6,2348406,68.3,66.5,2.6
Vermont,VT,2019,6,518151,66.1,64.5,2.4
Virginia,VA,2019,6,6668545,66,64.1,2.8
Washington,WA,2019,6,6015120,65,62.2,4.3
West Virginia,WV,2019,6,1447295,54.9,52.3,4.7
Wisconsin,WI,2019,6,4631145,67,64.7,3.4
Wyoming,WY,2019,6,449661,65,62.7,3.6
Alabama,AL,2019,7,3861995,58,56.3,2.8
Alaska,AK,2019,7,544685,63.9,59.9,6.2
Arizona,AZ,2019,7,5716405,62.2,59.3,4.7
Arkansas,AR,2019,7,2343238,58.1,56,3.6
California,CA,2019,7,31106025,62.3,59.8,4
Colorado,CO,2019,7,4547734,69.3,67.4,2.7
Connecticut,CT,2019,7,2883218,66.3,63.9,3.7
Delaware,DE,2019,7,778647,62.6,60.2,3.8
D.C.,DC,2019,7,577500,71,67.2,5.4
Florida,FL,2019,7,17411107,59.3,57.5,3.1
Georgia,GA,2019,7,8198851,62.3,60.1,3.4
Hawaii,HI,2019,7,1091126,60.8,59.1,2.7
Idaho,ID,2019,7,1368990,64.6,62.7,2.9
Illinois,IL,2019,7,9998602,64.5,61.9,3.9
Indiana,IN,2019,7,5247340,64.3,62.3,3.2
Iowa,IA,2019,7,2467885,70.5,68.6,2.7
Kansas,KS,2019,7,2229212,66.7,64.6,3.1
Kentucky,KY,2019,7,3493906,59.4,56.8,4.3
Louisiana,LA,2019,7,3576365,58.5,55.7,4.7
Maine,ME,2019,7,1110342,62.3,60.5,2.9
Maryland,MD,2019,7,4760795,68.5,66.1,3.6
Massachusetts,MA,2019,7,5634441,67.7,65.7,2.9
Michigan,MI,2019,7,7992742,61.7,59.2,4.1
Minnesota,MN,2019,7,4424822,70.3,68,3.2
Mississippi,MS,2019,7,2287068,55.9,52.8,5.5
Missouri,MO,2019,7,4811627,64,61.9,3.2
Montana,MT,2019,7,850454,62.8,60.6,3.5
Nebraska,NE,2019,7,1481016,69.9,67.8,3.1
Nevada,NV,2019,7,2426034,63.7,61.2,3.9
New Hampshire,NH,2019,7,1121224,69.1,67.3,2.6
New Jersey,NJ,2019,7,7069769,63.5,61.3,3.3
New Mexico,NM,2019,7,1639780,58.3,55.4,4.8
New York,NY,2019,7,15651384,60.6,58.2,3.9
North Carolina,NC,2019,7,8246138,61.7,59.2,3.9
North Dakota,ND,2019,7,582427,69.3,67.6,2.4
Ohio,OH,2019,7,9238592,62.8,60.2,4.2
Oklahoma,OK,2019,7,3029503,60.8,58.8,3.3
Oregon,OR,2019,7,3409671,61.7,59.4,3.7
Pennsylvania,PA,2019,7,10275362,63.1,60.4,4.4
Rhode Island,RI,2019,7,863786,64.3,62,3.6
South Carolina,SC,2019,7,4064200,58.4,56.8,2.7
South Dakota,SD,2019,7,672452,69,66.7,3.3
Tennessee,TN,2019,7,5380885,62.2,60.1,3.4
Texas,TX,2019,7,21944251,64,61.8,3.5
Utah,UT,2019,7,2353077,68.4,66.7,2.5
Vermont,VT,2019,7,518302,66,64.4,2.4
Virginia,VA,2019,7,6672094,66.1,64.3,2.7
Washington,WA,2019,7,6022689,65.1,62.3,4.2
West Virginia,WV,2019,7,1446782,55.1,52.4,4.8
Wisconsin,WI,2019,7,4633460,67,64.7,3.4
Wyoming,WY,2019,7,449867,65.1,62.7,3.7
Alabama,AL,2019,8,3863883,58,56.4,2.8
Alaska,AK,2019,8,544620,63.8,59.9,6.2
Arizona,AZ,2019,8,5727201,62.4,59.5,4.6
Arkansas,AR,2019,8,2344413,58.1,56,3.6
California,CA,2019,8,31120359,62.4,59.9,3.9
Colorado,CO,2019,8,4554411,69.4,67.6,2.6
Connecticut,CT,2019,8,2883872,66.5,64,3.7
Delaware,DE,2019,8,779464,62.6,60.2,3.9
D.C.,DC,2019,8,577816,71.1,67.3,5.3
Florida,FL,2019,8,17435428,59.5,57.7,3
Georgia,GA,2019,8,8208602,62.3,60.3,3.3
Hawaii,HI,2019,8,1091070,60.9,59.3,2.7
Idaho,ID,2019,8,1372041,64.6,62.7,2.9
Illinois,IL,2019,8,9998376,64.4,62,3.8
Indiana,IN,2019,8,5251164,64.4,62.3,3.2
Iowa,IA,2019,8,2468947,70.7,68.8,2.8
Kansas,KS,2019,8,2230092,66.7,64.7,3.1
Kentucky,KY,2019,8,3495078,59.5,56.9,4.3
Louisiana,LA,2019,8,3576495,58.6,55.7,4.9
Maine,ME,2019,8,1110995,62.3,60.5,2.9
Maryland,MD,2019,8,4762517,68.6,66.2,3.6
Massachusetts,MA,2019,8,5637115,67.8,65.9,2.8
Michigan,MI,2019,8,7995237,61.8,59.3,4
Minnesota,MN,2019,8,4428226,70.4,68.1,3.2
Mississippi,MS,2019,8,2287611,55.9,52.8,5.5
Missouri,MO,2019,8,4813935,64.1,62.1,3.2
Montana,MT,2019,8,851264,62.9,60.7,3.5
Nebraska,NE,2019,8,1481996,70,67.8,3.1
Nevada,NV,2019,8,2430480,63.7,61.3,3.8
New Hampshire,NH,2019,8,1122066,69.1,67.4,2.6
New Jersey,NJ,2019,8,7071533,63.7,61.5,3.5
New Mexico,NM,2019,8,1640817,58.3,55.5,4.8
New York,NY,2019,8,15650374,60.7,58.3,3.9
North Carolina,NC,2019,8,8256147,61.7,59.3,3.8
North Dakota,ND,2019,8,582776,69.3,67.6,2.4
Ohio,OH,2019,8,9241623,62.9,60.3,4.2
Oklahoma,OK,2019,8,3031545,60.8,58.8,3.3
Oregon,OR,2019,8,3413302,61.6,59.4,3.6
Pennsylvania,PA,2019,8,10278302,63.3,60.5,4.5
Rhode Island,RI,2019,8,864140,64.3,62,3.5
South Carolina,SC,2019,8,4070037,58.4,56.9,2.5
South Dakota,SD,2019,8,673037,69.1,66.8,3.3
Tennessee,TN,2019,8,5386403,62.3,60.2,3.4
Texas,TX,2019,8,21976822,64.1,61.9,3.5
Utah,UT,2019,8,2357783,68.5,66.8,2.5
Vermont,VT,2019,8,518435,65.8,64.3,2.4
Virginia,VA,2019,8,6676198,66.3,64.5,2.7
Washington,WA,2019,8,6030430,65.2,62.5,4.2
West Virginia,WV,2019,8,1446346,55.3,52.6,4.9
Wisconsin,WI,2019,8,4636031,67,64.7,3.4
Wyoming,WY,2019,8,450111,65.1,62.7,3.7
Alabama,AL,2019,9,3865725,58.1,56.5,2.7
Alaska,AK,2019,9,544606,63.8,59.8,6.2
Arizona,AZ,2019,9,5737931,62.5,59.6,4.6
Arkansas,AR,2019,9,2345587,58.1,56.1,3.6
California,CA,2019,9,31134501,62.5,60.1,3.9
Colorado,CO,2019,9,4561065,69.5,67.7,2.6
Connecticut,CT,2019,9,2884521,66.7,64.2,3.7
Delaware,DE,2019,9,780342,62.6,60.2,3.9
D.C.,DC,2019,9,578126,71.1,67.4,5.3
Florida,FL,2019,9,17459666,59.6,57.8,2.9
Georgia,GA,2019,9,8218319,62.4,60.4,3.2
Hawaii,HI,2019,9,1090995,61,59.4,2.7
Idaho,ID,2019,9,1375153,64.6,62.7,2.9
Illinois,IL,2019,9,9998092,64.4,62,3.7
Indiana,IN,2019,9,5254916,64.4,62.4,3.2
Iowa,IA,2019,9,2470000,70.9,68.9,2.8
Kansas,KS,2019,9,2230942,66.8,64.7,3.1
Kentucky,KY,2019,9,3496225,59.5,57,4.3
Louisiana,LA,2019,9,3576584,58.7,55.7,5.1
Maine,ME,2019,9,1111666,62.3,60.5,2.9
Maryland,MD,2019,9,4764219,68.7,66.3,3.5
Massachusetts,MA,2019,9,5639753,67.9,66,2.8
Michigan,MI,2019,9,7997725,61.8,59.3,3.9
Minnesota,MN,2019,9,4431647,70.4,68.1,3.2
Mississippi,MS,2019,9,2288133,56,52.9,5.6
Missouri,MO,2019,9,4816235,64.3,62.2,3.3
Montana,MT,2019,9,852095,62.9,60.7,3.5
Nebraska,NE,2019,9,1482999,70,67.9,3
Nevada,NV,2019,9,2434913,63.7,61.3,3.7
New Hampshire,NH,2019,9,1122887,69.1,67.4,2.6
New Jersey,NJ,2019,9,7073278,64,61.7,3.6
New Mexico,NM,2019,9,1641852,58.4,55.6,4.8
New York,NY,2019,9,15649276,60.8,58.4,3.9
North Carolina,NC,2019,9,8266145,61.7,59.4,3.7
North Dakota,ND,2019,9,583089,69.3,67.6,2.4
Ohio,OH,2019,9,9244625,62.9,60.3,4.1
Oklahoma,OK,2019,9,3033571,60.8,58.8,3.3
Oregon,OR,2019,9,3416929,61.5,59.4,3.5
Pennsylvania,PA,2019,9,10281150,63.5,60.6,4.6
Rhode Island,RI,2019,9,864466,64.4,62.1,3.5
South Carolina,SC,2019,9,4075873,58.4,57,2.4
South Dakota,SD,2019,9,673634,69.1,66.8,3.4
Tennessee,TN,2019,9,5391865,62.3,60.3,3.3
Texas,TX,2019,9,22009272,64.2,62,3.5
Utah,UT,2019,9,2362514,68.5,66.8,2.5
Vermont,VT,2019,9,518547,65.8,64.2,2.4
Virginia,VA,2019,9,6680253,66.4,64.6,2.7
Washington,WA,2019,9,6038153,65.3,62.6,4.1
West Virginia,WV,2019,9,1445874,55.4,52.7,5
Wisconsin,WI,2019,9,4638564,67,64.7,3.4
Wyoming,WY,2019,9,450342,65,62.6,3.7
Alabama,AL,2019,10,3867582,58.1,56.5,2.7
Alaska,AK,2019,10,544508,63.7,59.8,6.1
Arizona,AZ,2019,10,5748627,62.5,59.7,4.5
Arkansas,AR,2019,10,2346750,58.1,56.1,3.5
California,CA,2019,10,31148348,62.6,60.1,3.9
Colorado,CO,2019,10,4567658,69.5,67.8,2.5
Connecticut,CT,2019,10,2885135,66.8,64.3,3.8
Delaware,DE,2019,10,781160,62.6,60.1,4
D.C.,DC,2019,10,578442,71.2,67.4,5.3
Florida,FL,2019,10,17483748,59.6,57.9,2.9
Georgia,GA,2019,10,8227995,62.4,60.5,3.2
Hawaii,HI,2019,10,1090917,61.1,59.5,2.7
Idaho,ID,2019,10,1378228,64.5,62.7,2.9
Illinois,IL,2019,10,9997742,64.4,62,3.7
Indiana,IN,2019,10,5258666,64.5,62.4,3.2
Iowa,IA,2019,10,2471044,71,69,2.8
Kansas,KS,2019,10,2231812,66.8,64.7,3.1
Kentucky,KY,2019,10,3497372,59.6,57,4.3
Louisiana,LA,2019,10,3576704,58.8,55.7,5.2
Maine,ME,2019,10,1112315,62.4,60.5,3
Maryland,MD,2019,10,4765872,68.7,66.3,3.4
Massachusetts,MA,2019,10,5642383,68,66.1,2.8
Michigan,MI,2019,10,8000148,61.8,59.4,3.9
Minnesota,MN,2019,10,4435022,70.4,68.1,3.3
Mississippi,MS,2019,10,2288632,56,52.9,5.6
Missouri,MO,2019,10,4818501,64.4,62.2,3.4
Montana,MT,2019,10,852869,62.8,60.6,3.5
Nebraska,NE,2019,10,1483996,70,67.9,3
Nevada,NV,2019,10,2439318,63.6,61.3,3.7
New Hampshire,NH,2019,10,1123752,69.1,67.4,2.6
New Jersey,NJ,2019,10,7074938,64.1,61.8,3.7
New Mexico,NM,2019,10,1642895,58.4,55.7,4.8
New York,NY,2019,10,15648062,60.9,58.5,3.9
North Carolina,NC,2019,10,8276062,61.7,59.4,3.7
North Dakota,ND,2019,10,583454,69.2,67.6,2.4
Ohio,OH,2019,10,9247538,62.9,60.3,4.1
Oklahoma,OK,2019,10,3035547,60.8,58.8,3.4
Oregon,OR,2019,10,3420507,61.5,59.4,3.4
Pennsylvania,PA,2019,10,10283945,63.6,60.6,4.6
Rhode Island,RI,2019,10,864826,64.4,62.2,3.5
South Carolina,SC,2019,10,4081663,58.4,57,2.4
South Dakota,SD,2019,10,674226,69.1,66.8,3.4
Tennessee,TN,2019,10,5397290,62.4,60.3,3.3
Texas,TX,2019,10,22041548,64.2,62,3.5
Utah,UT,2019,10,2367203,68.5,66.9,2.4
Vermont,VT,2019,10,518662,65.7,64.1,2.4
Virginia,VA,2019,10,6684297,66.5,64.7,2.7
Washington,WA,2019,10,6045847,65.3,62.6,4
West Virginia,WV,2019,10,1445439,55.6,52.7,5.1
Wisconsin,WI,2019,10,4641091,67,64.7,3.5
Wyoming,WY,2019,10,450575,65,62.6,3.7
Alabama,AL,2019,11,3868937,58.1,56.5,2.7
Alaska,AK,2019,11,544415,63.7,59.8,6.1
Arizona,AZ,2019,11,5758602,62.5,59.6,4.5
Arkansas,AR,2019,11,2347596,58.1,56.1,3.5
California,CA,2019,11,31159295,62.5,60.1,3.9
Colorado,CO,2019,11,4573815,69.4,67.7,2.5
Connecticut,CT,2019,11,2885407,66.8,64.3,3.8
Delaware,DE,2019,11,781888,62.5,60,4
D.C.,DC,2019,11,578700,71.2,67.4,5.3
Florida,FL,2019,11,17505535,59.5,57.8,2.8
Georgia,GA,2019,11,8236856,62.4,60.4,3.1
Hawaii,HI,2019,11,1090816,61.1,59.5,2.6
